SKlearnNNAI1,SKlearnNNAI2,SKlearnNNAI1_score,SKlearnNNAI2_score,win_rate
0,1,347,387,0.41857659831121835
0,1,347,388,0.41807228915662653
0,0,347,388,0.4175691937424789
0,0,347,388,0.4170673076923077
0,1,347,389,0.41656662665066024
0,1,347,390,0.41606714628297364
0,1,347,391,0.4155688622754491
1,0,348,391,0.41626794258373206
0,1,348,392,0.4157706093189964
0,1,348,393,0.4152744630071599
0,0,348,393,0.41477949940405245
1,0,349,393,0.4154761904761905
0,0,349,393,0.4149821640903686
0,1,349,394,0.4144893111638955
0,0,349,394,0.4139976275207592
1,0,350,394,0.4146919431279621
0,1,350,395,0.41420118343195267
0,1,350,396,0.41371158392434987
0,1,350,397,0.4132231404958678
1,0,351,397,0.41391509433962265
0,0,351,397,0.4134275618374558
0,1,351,398,0.41294117647058826
0,1,351,399,0.41245593419506466
0,1,351,400,0.4119718309859155
0,0,351,400,0.4114888628370457
0,0,351,400,0.41100702576112413
0,0,351,400,0.4105263157894737
1,0,352,400,0.411214953271028
0,1,352,401,0.41073512252042005
0,1,352,402,0.41025641025641024
1,0,353,402,0.4109429569266589
1,0,354,402,0.4116279069767442
0,1,354,403,0.41114982578397213
0,0,354,403,0.41067285382830626
0,1,354,404,0.4101969872537659
1,0,355,404,0.41087962962962965
1,0,356,404,0.4115606936416185
0,1,356,405,0.4110854503464203
0,1,356,406,0.41061130334486734
0,1,356,407,0.41013824884792627
0,1,356,408,0.4096662830840046
0,1,356,409,0.4091954022988506
0,1,356,410,0.4087256027554535
1,0,357,410,0.40940366972477066
1,0,358,410,0.41008018327605955
0,1,358,411,0.4096109839816934
0,0,358,411,0.40914285714285714
1,0,359,411,0.4098173515981735
0,1,359,412,0.40935005701254273
1,0,360,412,0.41002277904328016
0,0,360,412,0.40955631399317405
1,0,361,412,0.4102272727272727
0,1,361,413,0.4097616345062429
1,0,362,413,0.41043083900226757
0,0,362,413,0.4099660249150623
1,0,363,413,0.4106334841628959
0,1,363,414,0.4101694915254237
1,0,364,414,0.4108352144469526
1,0,365,414,0.41149943630214203
1,0,366,414,0.41216216216216217
0,1,366,415,0.41169853768278963
1,0,367,415,0.41235955056179774
0,0,367,415,0.4118967452300786
0,1,367,416,0.41143497757847536
0,0,367,416,0.41097424412094063
1,0,368,416,0.4116331096196868
0,1,368,417,0.4111731843575419
0,1,368,418,0.4107142857142857
0,1,368,419,0.41025641025641024
0,1,368,420,0.40979955456570155
0,1,368,421,0.40934371523915464
0,1,368,422,0.4088888888888889
0,0,368,422,0.40843507214206437
1,0,369,422,0.4090909090909091
0,0,369,422,0.40863787375415284
1,0,370,422,0.4092920353982301
1,0,371,422,0.40994475138121544
0,0,371,422,0.4094922737306843
0,1,371,423,0.40904079382579933
1,0,372,423,0.40969162995594716
0,1,372,424,0.40924092409240925
1,0,373,424,0.4098901098901099
0,1,373,425,0.4094401756311745
1,0,374,425,0.4100877192982456
0,0,374,425,0.40963855421686746
0,1,374,426,0.40919037199124725
1,0,375,426,0.4098360655737705
0,1,375,427,0.4093886462882096
0,1,375,428,0.4089422028353326
0,1,375,429,0.4084967320261438
1,0,376,429,0.4091403699673558
0,0,376,429,0.40869565217391307
0,0,376,429,0.40825190010857765
1,0,377,429,0.4088937093275488
0,0,377,429,0.4084507042253521
0,1,377,430,0.408008658008658
0,1,377,431,0.40756756756756757
0,1,377,432,0.40712742980561556
1,0,378,432,0.4077669902912621
0,1,378,433,0.4073275862068966
0,1,378,434,0.4068891280947255
0,1,378,435,0.4064516129032258
0,1,378,436,0.40601503759398494
0,1,378,437,0.4055793991416309
0,1,378,438,0.40514469453376206
0,0,378,438,0.40471092077087795
0,1,378,439,0.4042780748663102
1,0,379,439,0.4049145299145299
1,0,380,439,0.4055496264674493
1,0,381,439,0.40618336886993606
1,0,382,439,0.4068157614483493
0,1,382,440,0.40638297872340423
0,1,382,441,0.4059511158342189
0,0,382,441,0.40552016985138006
0,1,382,442,0.4050901378579003
0,1,382,443,0.4046610169491525
1,0,383,443,0.4052910052910053
1,0,384,443,0.4059196617336152
0,1,384,444,0.40549102428722283
1,0,385,444,0.4061181434599156
1,0,386,444,0.4067439409905163
0,0,386,444,0.4063157894736842
1,0,387,444,0.4069400630914827
0,1,387,445,0.4065126050420168
0,1,387,446,0.4060860440713536
0,0,387,446,0.4056603773584906
0,0,387,446,0.40523560209424087
1,0,388,446,0.40585774058577406
0,1,388,447,0.4054336468129572
1,0,389,447,0.40605427974947805
1,0,390,447,0.40667361835245047
1,0,391,447,0.40729166666666666
1,0,392,447,0.40790842872008326
0,1,392,448,0.4074844074844075
0,1,392,449,0.407061266874351
0,1,392,450,0.4066390041493776
0,1,392,451,0.40621761658031086
0,1,392,452,0.4057971014492754
1,0,393,452,0.40641158221303
0,1,393,453,0.4059917355371901
0,1,393,454,0.4055727554179567
1,0,394,454,0.4061855670103093
0,1,394,455,0.4057672502574665
0,0,394,455,0.4053497942386831
0,1,394,456,0.40493319630010277
1,0,395,456,0.4055441478439425
0,1,395,457,0.40512820512820513
0,1,395,458,0.4047131147540984
0,0,395,458,0.40429887410440124
0,1,395,459,0.40388548057259716
0,1,395,460,0.4034729315628192
0,1,395,461,0.4030612244897959
1,0,396,461,0.4036697247706422
0,1,396,462,0.40325865580448067
0,0,396,462,0.40284842319430314
0,1,396,463,0.4024390243902439
1,0,397,463,0.4030456852791878
1,0,398,463,0.40365111561866124
0,0,398,463,0.403242147922999
0,1,398,464,0.402834008097166
0,1,398,465,0.4024266936299292
1,0,399,465,0.403030303030303
0,1,399,466,0.4026236125126135
0,0,399,466,0.4022177419354839
0,1,399,467,0.40181268882175225
0,1,399,468,0.4014084507042254
1,0,400,468,0.4020100502512563
0,1,400,469,0.40160642570281124
1,0,401,469,0.40220661985957873
1,0,402,469,0.4028056112224449
0,0,402,469,0.4024024024024024
0,1,402,470,0.402
0,0,402,470,0.4015984015984016
0,1,402,471,0.40119760479041916
1,0,403,471,0.4017946161515454
0,1,403,472,0.40139442231075695
0,1,403,473,0.4009950248756219
0,1,403,474,0.40059642147117297
0,1,403,475,0.4001986097318769
0,1,403,476,0.3998015873015873
0,0,403,476,0.3994053518334985
0,1,403,477,0.39900990099009903
1,0,404,477,0.39960435212660733
0,0,404,477,0.39920948616600793
1,0,405,477,0.3998025666337611
0,1,405,478,0.3994082840236686
0,1,405,479,0.39901477832512317
1,0,406,479,0.39960629921259844
0,1,406,480,0.3992133726647001
0,1,406,481,0.3988212180746562
0,1,406,482,0.39842983316977426
0,1,406,483,0.3980392156862745
0,1,406,484,0.39764936336924583
0,1,406,485,0.3972602739726027
0,1,406,486,0.396871945259042
0,1,406,487,0.396484375
0,1,406,488,0.3960975609756098
1,0,407,488,0.3966861598440546
0,0,407,488,0.39629990262901654
0,1,407,489,0.3959143968871595
1,0,408,489,0.3965014577259475
0,1,408,490,0.39611650485436894
0,1,408,491,0.3957322987390883
0,1,408,492,0.3953488372093023
0,1,408,493,0.39496611810261373
1,0,409,493,0.3955512572533849
0,1,409,494,0.39516908212560387
0,1,409,495,0.3947876447876448
0,1,409,496,0.3944069431051109
1,0,410,496,0.394990366088632
0,1,410,497,0.3946102021174206
0,0,410,497,0.3942307692307692
1,0,411,497,0.39481268011527376
1,0,412,497,0.39539347408829173
0,1,412,498,0.3950143815915628
0,0,412,498,0.3946360153256705
0,1,412,499,0.39425837320574164
0,0,412,499,0.3938814531548757
1,0,413,499,0.3944603629417383
0,0,413,499,0.39408396946564883
0,1,413,500,0.3937082936129647
0,0,413,500,0.3933333333333333
0,0,413,500,0.39295908658420553
0,1,413,501,0.3925855513307985
0,1,413,502,0.3922127255460589
0,1,413,503,0.3918406072106262
1,0,414,503,0.3924170616113744
1,0,415,503,0.39299242424242425
0,1,415,504,0.3926206244087039
0,0,415,504,0.39224952741020797
1,0,416,504,0.392823418319169
0,1,416,505,0.39245283018867927
0,0,416,505,0.3920829406220547
