SKlearnNNAI1,SKlearnNNAI2,SKlearnNNAI1_score,SKlearnNNAI2_score,win_rate
1,0,97,112,0.4110169491525424
1,0,98,112,0.41350210970464135
1,0,99,112,0.41596638655462187
0,1,99,113,0.41422594142259417
0,1,99,114,0.4125
1,0,100,114,0.4149377593360996
1,0,101,114,0.41735537190082644
0,1,101,115,0.4156378600823045
0,1,101,116,0.4139344262295082
0,1,101,117,0.4122448979591837
0,0,101,117,0.4105691056910569
1,0,102,117,0.41295546558704455
0,1,102,118,0.4112903225806452
0,1,102,119,0.40963855421686746
1,0,103,119,0.412
1,0,104,119,0.41434262948207173
1,0,105,119,0.4166666666666667
1,0,106,119,0.4189723320158103
0,0,106,119,0.41732283464566927
0,1,106,120,0.41568627450980394
1,0,107,120,0.41796875
0,1,107,121,0.4163424124513619
1,0,108,121,0.4186046511627907
0,0,108,121,0.416988416988417
0,1,108,122,0.4153846153846154
1,0,109,122,0.41762452107279696
0,1,109,123,0.41603053435114506
1,0,110,123,0.41825095057034223
0,1,110,124,0.4166666666666667
0,1,110,125,0.41509433962264153
1,0,111,125,0.41729323308270677
0,1,111,126,0.4157303370786517
0,1,111,127,0.4141791044776119
1,0,112,127,0.4163568773234201
0,0,112,127,0.4148148148148148
1,0,113,127,0.41697416974169743
0,1,113,128,0.41544117647058826
0,1,113,129,0.4139194139194139
0,1,113,130,0.4124087591240876
0,1,113,131,0.4109090909090909
1,0,114,131,0.41304347826086957
1,0,115,131,0.4151624548736462
1,0,116,131,0.4172661870503597
1,0,117,131,0.41935483870967744
0,1,117,132,0.41785714285714287
1,0,118,132,0.4199288256227758
1,0,119,132,0.4219858156028369
1,0,120,132,0.42402826855123676
1,0,121,132,0.426056338028169
0,0,121,132,0.4245614035087719
1,0,122,132,0.42657342657342656
0,1,122,133,0.4250871080139373
0,0,122,133,0.4236111111111111
0,1,122,134,0.42214532871972316
1,0,123,134,0.4241379310344828
0,1,123,135,0.422680412371134
1,0,124,135,0.4246575342465753
0,1,124,136,0.4232081911262799
1,0,125,136,0.42517006802721086
1,0,126,136,0.4271186440677966
1,0,127,136,0.42905405405405406
0,1,127,137,0.4276094276094276
0,1,127,138,0.4261744966442953
0,1,127,139,0.42474916387959866
0,1,127,140,0.42333333333333334
0,1,127,141,0.4219269102990033
0,1,127,142,0.4205298013245033
0,0,127,142,0.41914191419141916
1,0,128,142,0.42105263157894735
0,1,128,143,0.419672131147541
0,1,128,144,0.41830065359477125
0,0,128,144,0.4169381107491857
0,1,128,145,0.4155844155844156
0,1,128,146,0.41423948220064727
1,0,129,146,0.4161290322580645
0,1,129,147,0.41479099678456594
0,1,129,148,0.41346153846153844
1,0,130,148,0.41533546325878595
0,1,130,149,0.4140127388535032
0,1,130,150,0.4126984126984127
1,0,131,150,0.41455696202531644
0,0,131,150,0.41324921135646686
0,0,131,150,0.4119496855345912
0,1,131,151,0.4106583072100313
1,0,132,151,0.4125
0,1,132,152,0.411214953271028
0,1,132,153,0.40993788819875776
1,0,133,153,0.4117647058823529
0,1,133,154,0.4104938271604938
0,1,133,155,0.40923076923076923
0,1,133,156,0.40797546012269936
0,1,133,157,0.40672782874617736
0,1,133,158,0.4054878048780488
0,1,133,159,0.40425531914893614
1,0,134,159,0.40606060606060607
1,0,135,159,0.4078549848942598
1,0,136,159,0.40963855421686746
1,0,137,159,0.4114114114114114
0,1,137,160,0.4101796407185629
1,0,138,160,0.41194029850746267
1,0,139,160,0.41369047619047616
1,0,140,160,0.41543026706231456
0,1,140,161,0.41420118343195267
0,0,140,161,0.41297935103244837
1,0,141,161,0.4147058823529412
1,0,142,161,0.41642228739002934
0,1,142,162,0.4152046783625731
1,0,143,162,0.41690962099125367
0,0,143,162,0.41569767441860467
0,1,143,163,0.4144927536231884
0,1,143,164,0.41329479768786126
1,0,144,164,0.414985590778098
0,1,144,165,0.41379310344827586
1,0,145,165,0.4154727793696275
0,1,145,166,0.4142857142857143
1,0,146,166,0.41595441595441596
0,1,146,167,0.4147727272727273
0,1,146,168,0.41359773371104813
1,0,147,168,0.4152542372881356
0,1,147,169,0.4140845070422535
0,1,147,170,0.41292134831460675
0,1,147,171,0.4117647058823529
0,1,147,172,0.4106145251396648
0,1,147,173,0.40947075208913647
0,1,147,174,0.4083333333333333
1,0,148,174,0.4099722991689751
1,0,149,174,0.4116022099447514
1,0,150,174,0.4132231404958678
1,0,151,174,0.41483516483516486
0,0,151,174,0.4136986301369863
0,1,151,175,0.412568306010929
1,0,152,175,0.4141689373297003
1,0,153,175,0.4157608695652174
1,0,154,175,0.4173441734417344
1,0,155,175,0.4189189189189189
0,1,155,176,0.41778975741239893
0,1,155,177,0.4166666666666667
0,1,155,178,0.4155495978552279
1,0,156,178,0.41711229946524064
0,0,156,178,0.416
1,0,157,178,0.4175531914893617
0,1,157,179,0.41644562334217505
1,0,158,179,0.41798941798941797
0,1,158,180,0.41688654353562005
0,1,158,181,0.41578947368421054
0,1,158,182,0.4146981627296588
1,0,159,182,0.4162303664921466
0,0,159,182,0.4151436031331593
1,0,160,182,0.4166666666666667
1,0,161,182,0.41818181818181815
0,0,161,182,0.4170984455958549
1,0,162,182,0.4186046511627907
0,1,162,183,0.4175257731958763
1,0,163,183,0.4190231362467866
0,1,163,184,0.41794871794871796
1,0,164,184,0.4194373401534527
1,0,165,184,0.42091836734693877
1,0,166,184,0.4223918575063613
0,1,166,185,0.4213197969543147
0,1,166,186,0.42025316455696204
1,0,167,186,0.4217171717171717
1,0,168,186,0.42317380352644834
0,1,168,187,0.4221105527638191
0,1,168,188,0.42105263157894735
0,1,168,189,0.42
0,1,168,190,0.41895261845386533
0,1,168,191,0.417910447761194
0,1,168,192,0.41687344913151364
1,0,169,192,0.4183168316831683
0,1,169,193,0.41728395061728396
1,0,170,193,0.4187192118226601
1,0,171,193,0.4201474201474201
0,0,171,193,0.41911764705882354
1,0,172,193,0.42053789731051344
0,1,172,194,0.4195121951219512
1,0,173,194,0.4209245742092457
0,1,173,195,0.4199029126213592
1,0,174,195,0.4213075060532688
1,0,175,195,0.4227053140096618
0,0,175,195,0.42168674698795183
1,0,176,195,0.4230769230769231
0,1,176,196,0.42206235011990406
1,0,177,196,0.423444976076555
0,1,177,197,0.4224343675417661
1,0,178,197,0.4238095238095238
0,1,178,198,0.42280285035629456
1,0,179,198,0.42417061611374407
0,1,179,199,0.4231678486997636
1,0,180,199,0.42452830188679247
0,1,180,200,0.4235294117647059
0,1,180,201,0.4225352112676056
0,1,180,202,0.4215456674473068
1,0,181,202,0.42289719626168226
1,0,182,202,0.42424242424242425
1,0,183,202,0.4255813953488372
1,0,184,202,0.42691415313225056
0,1,184,203,0.42592592592592593
0,0,184,203,0.42494226327944573
1,0,185,203,0.42626728110599077
1,0,186,203,0.42758620689655175
0,1,186,204,0.42660550458715596
0,1,186,205,0.425629290617849
0,1,186,206,0.4246575342465753
0,1,186,207,0.42369020501138954
1,0,187,207,0.425
1,0,188,207,0.42630385487528344
0,1,188,208,0.4253393665158371
0,1,188,209,0.42437923250564336
0,1,188,210,0.42342342342342343
0,1,188,211,0.42247191011235957
1,0,189,211,0.42376681614349776
1,0,190,211,0.4250559284116331
1,0,191,211,0.4263392857142857
0,0,191,211,0.42538975501113585
1,0,192,211,0.4266666666666667
0,1,192,212,0.42572062084257206
1,0,193,212,0.4269911504424779
0,0,193,212,0.4260485651214128
1,0,194,212,0.42731277533039647
0,1,194,213,0.42637362637362636
0,1,194,214,0.42543859649122806
1,0,195,214,0.42669584245076586
1,0,196,214,0.4279475982532751
1,0,197,214,0.42919389978213507
0,0,197,214,0.4282608695652174
0,1,197,215,0.42733188720173537
0,0,197,215,0.4264069264069264
0,1,197,216,0.42548596112311016
0,1,197,217,0.4245689655172414
1,0,198,217,0.4258064516129032
1,0,199,217,0.4270386266094421
1,0,200,217,0.4282655246252677
0,1,200,218,0.42735042735042733
0,1,200,219,0.42643923240938164
1,0,201,219,0.4276595744680851
1,0,202,219,0.4288747346072187
0,1,202,220,0.4279661016949153
1,0,203,220,0.42917547568710357
1,0,204,220,0.43037974683544306
0,0,204,220,0.42947368421052634
0,1,204,221,0.42857142857142855
1,0,205,221,0.429769392033543
1,0,206,221,0.4309623430962343
1,0,207,221,0.4321503131524008
0,0,207,221,0.43125
0,1,207,222,0.4303534303534304
1,0,208,222,0.4315352697095436
1,0,209,222,0.432712215320911
1,0,210,222,0.43388429752066116
1,0,211,222,0.4350515463917526
1,0,212,222,0.43621399176954734
1,0,213,222,0.43737166324435317
0,1,213,223,0.4364754098360656
0,1,213,224,0.43558282208588955
0,1,213,225,0.4346938775510204
0,1,213,226,0.43380855397148677
0,1,213,227,0.4329268292682927
1,0,214,227,0.4340770791075051
1,0,215,227,0.4352226720647773
0,1,215,228,0.43434343434343436
1,0,216,228,0.43548387096774194
1,0,217,228,0.43661971830985913
0,1,217,229,0.4357429718875502
0,1,217,230,0.4348697394789579
1,0,218,230,0.436
1,0,219,230,0.437125748502994
0,1,219,231,0.4362549800796813
0,1,219,232,0.43538767395626243
1,0,220,232,0.4365079365079365
1,0,221,232,0.4376237623762376
1,0,222,232,0.43873517786561267
0,1,222,233,0.4378698224852071
0,1,222,234,0.43700787401574803
0,0,222,234,0.4361493123772102
0,1,222,235,0.43529411764705883
1,0,223,235,0.436399217221135
1,0,224,235,0.4375
0,1,224,236,0.43664717348927873
1,0,225,236,0.4377431906614786
0,0,225,236,0.4368932038834951
0,0,225,236,0.436046511627907
1,0,226,236,0.437137330754352
1,0,227,236,0.43822393822393824
0,1,227,237,0.4373795761078998
0,1,227,238,0.43653846153846154
1,0,228,238,0.43761996161228406
1,0,229,238,0.4386973180076628
0,1,229,239,0.4378585086042065
1,0,230,239,0.4389312977099237
0,1,230,240,0.4380952380952381
0,0,230,240,0.4372623574144487
1,0,231,240,0.43833017077798864
0,1,231,241,0.4375
0,1,231,242,0.43667296786389415
0,1,231,243,0.4358490566037736
0,1,231,244,0.4350282485875706
0,1,231,245,0.4342105263157895
0,0,231,245,0.4333958724202627
1,0,232,245,0.4344569288389513
0,1,232,246,0.4336448598130841
1,0,233,246,0.43470149253731344
0,1,233,247,0.4338919925512104
1,0,234,247,0.4349442379182156
1,0,235,247,0.4359925788497217
0,1,235,248,0.4351851851851852
0,1,235,249,0.4343807763401109
0,1,235,250,0.43357933579335795
0,1,235,251,0.43278084714548803
0,1,235,252,0.4319852941176471
1,0,236,252,0.43302752293577984
0,1,236,253,0.43223443223443225
0,0,236,253,0.43144424131627057
0,1,236,254,0.4306569343065693
0,0,236,254,0.42987249544626593
1,0,237,254,0.4309090909090909
0,1,237,255,0.4301270417422868
1,0,238,255,0.4311594202898551
1,0,239,255,0.4321880650994575
1,0,240,255,0.4332129963898917
1,0,241,255,0.43423423423423424
1,0,242,255,0.4352517985611511
0,1,242,256,0.43447037701974867
0,0,242,256,0.4336917562724014
0,1,242,257,0.4329159212880143
0,1,242,258,0.43214285714285716
0,1,242,259,0.43137254901960786
1,0,243,259,0.43238434163701067
0,1,243,260,0.43161634103019536
1,0,244,260,0.4326241134751773
1,0,245,260,0.4336283185840708
0,1,245,261,0.43286219081272087
1,0,246,261,0.43386243386243384
0,1,246,262,0.43309859154929575
0,0,246,262,0.43233743409490333
1,0,247,262,0.43333333333333335
0,1,247,263,0.43257443082311736
0,1,247,264,0.4318181818181818
1,0,248,264,0.4328097731239092
1,0,249,264,0.4337979094076655
0,1,249,265,0.4330434782608696
1,0,250,265,0.4340277777777778
1,0,251,265,0.43500866551126516
0,1,251,266,0.4342560553633218
0,1,251,267,0.43350604490500866
1,0,252,267,0.43448275862068964
1,0,253,267,0.4354561101549053
0,1,253,268,0.43470790378006874
0,1,253,269,0.4339622641509434
0,1,253,270,0.4332191780821918
0,1,253,271,0.4324786324786325
0,1,253,272,0.431740614334471
0,1,253,273,0.43100511073253833
0,1,253,274,0.4302721088435374
1,0,254,274,0.4312393887945671
1,0,255,274,0.4322033898305085
1,0,256,274,0.43316412859560066
1,0,257,274,0.4341216216216216
0,1,257,275,0.433389544688027
0,0,257,275,0.43265993265993263
0,1,257,276,0.4319327731092437
0,0,257,276,0.4312080536912752
0,1,257,277,0.4304857621440536
0,0,257,277,0.4297658862876254
1,0,258,277,0.4307178631051753
0,0,258,277,0.43
0,0,258,277,0.4292845257903494
1,0,259,277,0.43023255813953487
0,0,259,277,0.4295190713101161
1,0,260,277,0.4304635761589404
0,1,260,278,0.4297520661157025
0,0,260,278,0.429042904290429
0,1,260,279,0.42833607907743
1,0,261,279,0.4292763157894737
1,0,262,279,0.4302134646962233
1,0,263,279,0.4311475409836066
1,0,264,279,0.4320785597381342
0,1,264,280,0.43137254901960786
0,0,264,280,0.43066884176182707
1,0,265,280,0.43159609120521175
0,1,265,281,0.43089430894308944
1,0,266,281,0.4318181818181818
0,1,266,282,0.43111831442463533
0,1,266,283,0.43042071197411
0,1,266,284,0.4297253634894992
1,0,267,284,0.4306451612903226
0,1,267,285,0.42995169082125606
1,0,268,285,0.43086816720257237
0,1,268,286,0.4301765650080257
0,1,268,287,0.42948717948717946
1,0,269,287,0.4304
0,0,269,287,0.42971246006389774
1,0,270,287,0.430622009569378
1,0,271,287,0.4315286624203822
0,1,271,288,0.43084260731319557
0,1,271,289,0.4301587301587302
0,1,271,290,0.4294770206022187
1,0,272,290,0.43037974683544306
1,0,273,290,0.4312796208530806
1,0,274,290,0.43217665615141954
1,0,275,290,0.4330708661417323
0,1,275,291,0.43238993710691825
0,0,275,291,0.4317111459968603
0,1,275,292,0.43103448275862066
0,1,275,293,0.4303599374021909
0,1,275,294,0.4296875
0,1,275,295,0.4290171606864275
1,0,276,295,0.42990654205607476
1,0,277,295,0.4307931570762053
1,0,278,295,0.43167701863354035
1,0,279,295,0.4325581395348837
1,0,280,295,0.43343653250773995
0,0,280,295,0.4327666151468315
1,0,281,295,0.43364197530864196
1,0,282,295,0.4345146379044684
0,1,282,296,0.4338461538461538
1,0,283,296,0.434715821812596
1,0,284,296,0.43558282208588955
0,1,284,297,0.4349157733537519
0,1,284,298,0.43425076452599387
0,0,284,298,0.433587786259542
1,0,285,298,0.4344512195121951
0,1,285,299,0.4337899543378995
0,1,285,300,0.4331306990881459
1,0,286,300,0.4339908952959029
0,1,286,301,0.43333333333333335
0,1,286,302,0.43267776096822996
1,0,287,302,0.4335347432024169
1,0,288,302,0.4343891402714932
0,0,288,302,0.43373493975903615
0,0,288,302,0.4330827067669173
0,1,288,303,0.43243243243243246
0,1,288,304,0.431784107946027
0,1,288,305,0.4311377245508982
0,1,288,306,0.4304932735426009
0,1,288,307,0.4298507462686567
0,1,288,308,0.42921013412816694
0,0,288,308,0.42857142857142855
0,0,288,308,0.4279346210995542
1,0,289,308,0.4287833827893175
0,0,289,308,0.42814814814814817
0,1,289,309,0.4275147928994083
0,1,289,310,0.42688330871491875
1,0,290,310,0.4277286135693215
1,0,291,310,0.42857142857142855
0,1,291,311,0.4279411764705882
0,1,291,312,0.42731277533039647
0,1,291,313,0.42668621700879766
1,0,292,313,0.42752562225475843
0,1,292,314,0.4269005847953216
1,0,293,314,0.42773722627737226
1,0,294,314,0.42857142857142855
0,1,294,315,0.4279475982532751
1,0,295,315,0.42877906976744184
1,0,296,315,0.4296081277213353
0,1,296,316,0.4289855072463768
0,1,296,317,0.4283646888567294
1,0,297,317,0.4291907514450867
0,1,297,318,0.42857142857142855
0,0,297,318,0.42795389048991356
1,0,298,318,0.4287769784172662
1,0,299,318,0.4295977011494253
1,0,300,318,0.430416068866571
1,0,301,318,0.43123209169054444
0,1,301,319,0.43061516452074394
0,0,301,319,0.43
0,1,301,320,0.42938659058487877
0,1,301,321,0.4287749287749288
0,1,301,322,0.42816500711237554
0,1,301,323,0.4275568181818182
1,0,302,323,0.42836879432624114
0,1,302,324,0.42776203966005666
1,0,303,324,0.42857142857142855
0,1,303,325,0.4279661016949153
0,1,303,326,0.42736248236953456
1,0,304,326,0.428169014084507
0,1,304,327,0.42756680731364277
0,0,304,327,0.42696629213483145
0,1,304,328,0.426367461430575
1,0,305,328,0.4271708683473389
1,0,306,328,0.427972027972028
1,0,307,328,0.42877094972067037
0,1,307,329,0.4281729428172943
0,1,307,330,0.4275766016713092
1,0,308,330,0.4283727399165508
1,0,309,330,0.42916666666666664
1,0,310,330,0.42995839112343964
1,0,311,330,0.4307479224376731
0,0,311,330,0.43015214384508993
0,0,311,330,0.42955801104972374
0,1,311,331,0.4289655172413793
1,0,312,331,0.4297520661157025
0,1,312,332,0.42916093535075656
0,0,312,332,0.42857142857142855
1,0,313,332,0.42935528120713307
0,1,313,333,0.42876712328767125
1,0,314,333,0.42954856361149113
1,0,315,333,0.430327868852459
0,0,315,333,0.4297407912687585
0,1,315,334,0.42915531335149865
1,0,316,334,0.42993197278911566
0,1,316,335,0.42934782608695654
0,1,316,336,0.4287652645861601
0,1,316,337,0.4281842818428184
0,1,316,338,0.42760487144790255
0,0,316,338,0.42702702702702705
1,0,317,338,0.42780026990553305
1,0,318,338,0.42857142857142855
1,0,319,338,0.42934051144010765
0,0,319,338,0.42876344086021506
0,1,319,339,0.42818791946308726
1,0,320,339,0.4289544235924933
0,1,320,340,0.428380187416332
1,0,321,340,0.42914438502673796
1,0,322,340,0.42990654205607476
0,1,322,341,0.42933333333333334
1,0,323,341,0.43009320905459386
0,1,323,342,0.4295212765957447
0,1,323,343,0.42895086321381143
1,0,324,343,0.4297082228116711
1,0,325,343,0.4304635761589404
0,1,325,344,0.4298941798941799
1,0,326,344,0.43064729194187584
1,0,327,344,0.4313984168865435
1,0,328,344,0.4321475625823452
0,0,328,344,0.43157894736842106
0,1,328,345,0.43101182654402104
0,1,328,346,0.4304461942257218
0,1,328,347,0.42988204456094364
0,1,328,348,0.4293193717277487
1,0,329,348,0.4300653594771242
1,0,330,348,0.4308093994778068
1,0,331,348,0.4315514993481095
1,0,332,348,0.4322916666666667
1,0,333,348,0.43302990897269183
0,1,333,349,0.43246753246753245
0,1,333,350,0.43190661478599224
1,0,334,350,0.4326424870466321
1,0,335,350,0.4333764553686934
0,0,335,350,0.43281653746770027
0,1,335,351,0.432258064516129
0,0,335,351,0.43170103092783507
0,1,335,352,0.43114543114543114
0,1,335,353,0.4305912596401028
0,1,335,354,0.4300385109114249
0,1,335,355,0.42948717948717946
0,1,335,356,0.42893725992317544
0,1,335,357,0.42838874680306904
0,0,335,357,0.4278416347381865
1,0,336,357,0.42857142857142855
1,0,337,357,0.42929936305732486
0,0,337,357,0.4287531806615776
0,1,337,358,0.42820838627700125
0,0,337,358,0.4276649746192893
0,1,337,359,0.42712294043092525
0,1,337,360,0.42658227848101266
1,0,338,360,0.427307206068268
0,1,338,361,0.42676767676767674
1,0,339,361,0.4274905422446406
0,1,339,362,0.4269521410579345
0,1,339,363,0.42641509433962266
0,1,339,364,0.4258793969849246
1,0,340,364,0.42659974905897113
1,0,341,364,0.4273182957393484
0,1,341,365,0.4267834793491865
0,1,341,366,0.42625
1,0,342,366,0.42696629213483145
0,1,342,367,0.42643391521197005
0,1,342,368,0.4259028642590286
0,1,342,369,0.4253731343283582
0,1,342,370,0.4248447204968944
0,1,342,371,0.42431761786600497
0,1,342,372,0.42379182156133827
0,1,342,373,0.42326732673267325
1,0,343,373,0.42398022249690975
0,0,343,373,0.42345679012345677
0,1,343,374,0.42293464858199753
0,1,343,375,0.4224137931034483
0,1,343,376,0.4218942189421894
1,0,344,376,0.4226044226044226
0,1,344,377,0.42208588957055215
0,1,344,378,0.4215686274509804
1,0,345,378,0.4222766217870257
0,1,345,379,0.421760391198044
0,1,345,380,0.42124542124542125
0,0,345,380,0.42073170731707316
0,1,345,381,0.42021924482338613
0,1,345,382,0.4197080291970803
0,1,345,383,0.41919805589307413
0,1,345,384,0.4186893203883495
0,1,345,385,0.41818181818181815
1,0,346,385,0.4188861985472155
1,0,347,385,0.4195888754534462
0,1,347,386,0.4190821256038647
